id,headline,source_type,topic,sentiment_score,evidence_count,contradiction_score,editorial_flag,leak_indicator,propaganda_pattern_score,source_reliability,truth_probability
242,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,health,-0.14,3,0.4,True,False,0.11,0.85,0.97
243,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,protest,-0.75,7,0.12,False,False,0.08,1.0,1.0
244,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,health,0.01,3,0.16,False,True,0.74,0.33,0.62
245,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,politics,-0.36,2,0.17,False,False,0.08,0.93,1.0
246,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,politics,0.35,4,0.2,False,False,0.26,0.84,1.0
247,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,health,0.13,6,0.02,False,False,0.09,1.0,1.0
248,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,politics,-0.46,4,0.32,True,False,0.1,0.95,1.0
249,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,health,-0.1,7,0.06,True,False,0.13,1.0,1.0
250,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,protest,0.56,1,0.43,False,False,0.25,0.59,0.72
251,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,military,-0.07,7,0.39,False,False,0.26,0.89,1.0
252,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,economy,-0.25,2,0.09,False,False,0.38,0.67,0.83
253,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,politics,0.27,5,0.21,False,True,0.43,0.72,0.95
254,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,protest,-0.14,5,0.46,False,False,0.14,0.88,1.0
255,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,celebrity,-0.21,3,0.26,False,False,0.1,0.92,1.0
256,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,celebrity,0.25,7,0.59,False,False,0.4,0.65,0.95
257,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,-0.54,7,0.18,False,False,0.06,1.0,1.0
258,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,-0.22,7,0.48,False,True,0.14,0.97,1.0
259,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,politics,-0.38,2,0.3,False,False,0.3,0.65,0.8
260,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,economy,-0.37,3,0.24,False,True,0.17,0.86,0.98
261,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,0.07,4,0.17,True,False,0.38,0.74,0.93
262,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,celebrity,-0.46,1,0.3,False,False,0.26,0.64,0.77
263,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,0.14,8,0.4,False,True,0.21,0.99,1.0
264,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,health,-0.02,4,0.33,False,True,0.25,0.79,0.96
265,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,0.33,8,0.1,True,False,0.53,0.82,1.0
266,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,celebrity,0.11,5,0.44,False,False,0.17,0.86,1.0
267,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,military,-0.29,8,0.36,False,True,0.29,0.93,1.0
268,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,protest,-0.5,5,0.44,True,False,0.31,0.72,0.94
269,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,health,-0.55,7,0.53,False,False,0.21,0.88,1.0
270,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,-0.31,4,0.05,True,False,0.05,1.0,1.0
271,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,military,0.58,3,0.14,False,False,0.35,0.73,0.9
272,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,military,-0.24,5,0.12,False,False,0.07,1.0,1.0
273,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,health,-0.1,2,0.1,False,False,0.13,0.93,1.0
274,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,health,-0.13,5,0.15,False,False,0.09,1.0,1.0
275,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,health,-0.37,5,0.61,False,False,0.04,0.91,1.0
276,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,health,0.17,4,0.12,True,False,0.38,0.76,0.95
277,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,military,0.16,5,0.08,True,False,0.52,0.69,0.94
278,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,0.1,5,0.11,True,False,0.25,0.94,1.0
279,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,health,-0.02,4,0.09,False,False,0.38,0.77,0.96
280,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,health,0.7,5,0.22,False,False,0.24,0.9,1.0
281,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,politics,-0.03,4,0.48,True,True,0.54,0.42,0.7
282,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,economy,0.25,2,0.1,False,False,0.02,1.0,1.0
283,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,economy,-0.46,5,0.44,False,False,0.47,0.56,0.83
284,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,health,0.56,7,0.54,False,False,0.18,0.9,1.0
285,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,protest,0.12,6,0.43,False,False,0.42,0.66,0.93
286,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,politics,-0.26,3,0.16,False,False,0.51,0.55,0.78
287,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,politics,0.61,7,0.49,False,False,0.55,0.56,0.89
288,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,health,-0.36,2,0.29,False,False,0.14,0.82,0.92
289,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,military,0.23,3,0.44,False,False,0.05,0.88,0.99
290,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,protest,-0.12,6,0.2,True,False,0.24,0.96,1.0
291,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,economy,0.24,4,0.19,False,False,0.17,0.94,1.0
292,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,protest,-0.52,7,0.32,True,False,0.4,0.79,1.0
293,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,economy,0.42,8,0.16,True,False,0.07,1.0,1.0
294,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,economy,-0.84,7,0.41,True,False,0.4,0.74,1.0
295,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,politics,0.59,5,0.07,False,False,0.34,0.88,1.0
296,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,military,0.67,4,0.57,True,False,0.19,0.72,0.9
297,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,protest,0.34,3,0.65,False,False,0.06,0.77,0.9
298,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,politics,0.63,3,0.36,False,True,0.3,0.67,0.85
299,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,politics,-0.32,5,0.33,False,False,0.25,0.83,1.0
300,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,celebrity,-0.3,3,0.2,False,False,0.23,0.82,0.96
301,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,economy,0.19,3,0.48,False,False,0.25,0.66,0.83
302,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,military,0.07,4,0.32,True,True,0.17,0.87,1.0
303,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,0.12,2,0.27,False,False,0.04,0.93,1.0
304,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,health,-0.22,2,0.01,False,False,0.35,0.75,0.89
305,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,military,-0.77,2,0.19,False,False,0.41,0.59,0.77
306,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,celebrity,-0.15,3,0.05,False,False,0.11,1.0,1.0
307,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,politics,0.65,2,0.24,False,False,0.14,0.84,0.94
308,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,politics,-0.33,5,0.31,False,False,0.37,0.72,0.95
309,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,celebrity,-0.09,5,0.47,False,False,0.47,0.55,0.82
310,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,protest,-0.35,5,0.39,True,False,0.34,0.72,0.94
311,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,military,-0.36,3,0.4,False,False,0.15,0.8,0.94
312,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,economy,-0.2,7,0.2,True,True,0.11,1.0,1.0
313,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,military,-0.83,8,0.2,True,False,0.16,1.0,1.0
314,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,protest,-0.17,2,0.13,True,True,0.12,0.92,1.0
315,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,protest,-0.07,6,0.18,False,False,0.24,0.97,1.0
316,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,protest,-0.05,5,0.39,True,False,0.1,0.96,1.0
317,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,0.35,7,0.19,True,False,0.47,0.78,1.0
318,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,protest,0.26,4,0.45,True,False,0.71,0.27,0.59
319,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,protest,0.48,6,0.21,False,False,0.07,1.0,1.0
320,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,military,0.45,2,0.19,False,False,0.48,0.53,0.72
321,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,military,-0.73,5,0.05,False,False,0.39,0.84,1.0
322,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,politics,0.22,5,0.2,True,False,0.1,1.0,1.0
323,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,celebrity,-0.05,5,0.06,False,False,0.47,0.75,0.98
324,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,protest,0.03,1,0.61,False,False,0.17,0.58,0.7
325,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,protest,0.76,2,0.26,False,False,0.32,0.65,0.8
326,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,military,-0.56,2,0.32,False,False,0.0,0.94,1.0
327,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,health,-0.19,3,0.02,False,False,0.68,0.46,0.71
328,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,protest,-0.26,5,0.3,False,False,0.24,0.86,1.0
329,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,health,0.06,4,0.11,False,False,0.36,0.79,0.97
330,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,protest,-0.28,2,0.07,False,False,0.27,0.8,0.92
331,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,economy,-0.13,2,0.39,False,False,0.29,0.62,0.78
332,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,military,0.28,7,0.24,False,False,0.5,0.72,1.0
333,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,politics,-0.1,4,0.46,False,False,0.57,0.4,0.68
334,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,-0.14,2,0.5,False,False,0.42,0.43,0.64
335,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,health,0.03,5,0.24,False,True,0.82,0.31,0.67
336,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,health,0.03,0,0.71,True,False,0.33,0.32,0.49
337,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,-0.5,0,0.48,True,True,0.78,0.0,0.26
338,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,military,0.33,2,0.52,False,True,0.49,0.35,0.58
339,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,protest,-0.02,0,0.51,False,True,0.12,0.62,0.71
340,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,economy,-0.01,4,0.43,True,False,0.89,0.1,0.47
341,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,celebrity,-0.35,4,0.06,False,True,0.62,0.55,0.81
342,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,-0.48,6,0.37,False,True,0.66,0.45,0.79
343,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,military,0.11,2,0.81,False,False,0.3,0.4,0.6
344,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,health,0.01,3,0.59,True,False,0.5,0.35,0.61
345,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,politics,0.53,2,0.43,False,False,0.23,0.65,0.8
346,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,health,-0.03,4,0.72,True,True,0.28,0.56,0.78
347,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,celebrity,-0.02,4,0.62,True,False,0.81,0.09,0.46
348,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,military,0.09,4,0.25,True,False,0.47,0.6,0.84
349,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,health,0.3,2,0.74,True,True,0.61,0.12,0.41
350,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,health,-0.7,6,0.91,False,False,0.58,0.27,0.63
351,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,politics,-0.49,6,0.44,True,False,0.77,0.31,0.69
352,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,-0.48,5,0.82,False,False,0.77,0.06,0.46
353,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,health,-0.35,1,0.42,False,False,0.74,0.1,0.38
354,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,protest,0.34,3,0.44,True,False,0.89,0.04,0.4
355,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,protest,0.15,0,0.51,True,False,0.28,0.47,0.6
356,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,health,-1.0,1,0.42,False,False,0.3,0.54,0.69
357,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,celebrity,-0.58,6,0.52,True,False,0.74,0.3,0.67
358,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,protest,-0.02,2,0.25,False,False,0.57,0.4,0.63
359,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,military,-0.59,1,0.48,False,False,0.23,0.58,0.71
360,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,military,-0.01,6,0.37,False,True,0.12,0.99,1.0
361,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,celebrity,0.03,1,0.69,True,False,0.84,0.0,0.2
362,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,0.29,5,0.32,False,False,0.42,0.67,0.91
363,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,health,-0.17,2,0.36,False,False,0.53,0.39,0.62
364,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,protest,-0.87,2,0.73,False,True,0.68,0.05,0.36
365,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,military,-0.15,7,0.71,False,False,0.27,0.72,0.99
366,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,politics,-0.49,3,0.36,True,True,0.75,0.22,0.53
367,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,celebrity,-0.17,2,0.62,False,False,0.42,0.37,0.59
368,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,politics,0.4,2,0.3,True,True,0.52,0.43,0.65
369,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,-1.0,3,0.67,True,True,0.52,0.29,0.56
