id,headline,source_type,topic,sentiment_score,evidence_count,contradiction_score,editorial_flag,leak_indicator,propaganda_pattern_score,source_reliability,truth_probability
258,Breaking Memo Exposes Policy Rift,state_media,politics,-0.22,7,0.48,False,True,0.14,0.97,1.0
259,Exclusive Statement Raises Concerns,state_media,politics,-0.38,2,0.3,False,False,0.3,0.65,0.8
260,Exclusive Report: Inflation Data Withheld,state_media,economy,-0.37,3,0.24,False,True,0.17,0.86,0.98
261,Breaking Demonstrations Under Review,anonymous_tip,protest,0.07,4,0.17,True,False,0.38,0.74,0.93
262,Insider Report: Actor Faces Allegations,independent,celebrity,-0.46,1,0.3,False,False,0.26,0.64,0.77
263,Update Report: Actor Faces Allegations,anonymous_tip,celebrity,0.14,8,0.4,False,True,0.21,0.99,1.0
264,Breaking Report: Vaccine Data Discrepancies,independent,health,-0.02,4,0.33,False,True,0.25,0.79,0.96
265,Update March Footage Removed Online,anonymous_tip,protest,0.33,8,0.1,True,False,0.53,0.82,1.0
266,Insider Interview Sparks Debate,state_media,celebrity,0.11,5,0.44,False,False,0.17,0.86,1.0
267,Exclusive Briefing: Border Operations Escalate,state_media,military,-0.29,8,0.36,False,True,0.29,0.93,1.0
268,Breaking Demonstrations Under Review,foreign_press,protest,-0.5,5,0.44,True,False,0.31,0.72,0.94
269,Exclusive Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.55,7,0.53,False,False,0.21,0.88,1.0
270,Exclusive Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.31,4,0.05,True,False,0.05,1.0,1.0
271,Update Footage Questions Official Claims,foreign_press,military,0.58,3,0.14,False,False,0.35,0.73,0.9
272,Breaking Briefing: Border Operations Escalate,state_media,military,-0.24,5,0.12,False,False,0.07,1.0,1.0
273,Insider Surge in Cases Raises Alarm,foreign_press,health,-0.1,2,0.1,False,False,0.13,0.93,1.0
274,Exclusive Surge in Cases Raises Alarm,anonymous_tip,health,-0.13,5,0.15,False,False,0.09,1.0,1.0
275,Breaking Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.37,5,0.61,False,False,0.04,0.91,1.0
276,Exclusive Surge in Cases Raises Alarm,anonymous_tip,health,0.17,4,0.12,True,False,0.38,0.76,0.95
277,Breaking Footage Questions Official Claims,state_media,military,0.16,5,0.08,True,False,0.52,0.69,0.94
278,Insider Demonstrations Under Review,anonymous_tip,protest,0.1,5,0.11,True,False,0.25,0.94,1.0
279,Scandal Report: Vaccine Data Discrepancies,foreign_press,health,-0.02,4,0.09,False,False,0.38,0.77,0.96
280,Exclusive Report: Vaccine Data Discrepancies,anonymous_tip,health,0.7,5,0.22,False,False,0.24,0.9,1.0
281,Breaking Statement Raises Concerns,anonymous_tip,politics,-0.03,4,0.48,True,True,0.54,0.42,0.7
282,Breaking Audit Reveals Missing Funds,state_media,economy,0.25,2,0.1,False,False,0.02,1.0,1.0
283,Insider Audit Reveals Missing Funds,state_media,economy,-0.46,5,0.44,False,False,0.47,0.56,0.83
284,Exclusive Surge in Cases Raises Alarm,foreign_press,health,0.56,7,0.54,False,False,0.18,0.9,1.0
285,Breaking March Footage Removed Online,anonymous_tip,protest,0.12,6,0.43,False,False,0.42,0.66,0.93
286,Exclusive Memo Exposes Policy Rift,foreign_press,politics,-0.26,3,0.16,False,False,0.51,0.55,0.78
287,Insider Memo Exposes Policy Rift,state_media,politics,0.61,7,0.49,False,False,0.55,0.56,0.89
288,Update Surge in Cases Raises Alarm,foreign_press,health,-0.36,2,0.29,False,False,0.14,0.82,0.92
289,Exclusive Footage Questions Official Claims,independent,military,0.23,3,0.44,False,False,0.05,0.88,0.99
290,Exclusive Demonstrations Under Review,independent,protest,-0.12,6,0.2,True,False,0.24,0.96,1.0
291,Insider Report: Inflation Data Withheld,state_media,economy,0.24,4,0.19,False,False,0.17,0.94,1.0
292,Insider March Footage Removed Online,state_media,protest,-0.52,7,0.32,True,False,0.4,0.79,1.0
293,Scandal Audit Reveals Missing Funds,state_media,economy,0.42,8,0.16,True,False,0.07,1.0,1.0
294,Update Report: Inflation Data Withheld,foreign_press,economy,-0.84,7,0.41,True,False,0.4,0.74,1.0
295,Scandal Memo Exposes Policy Rift,anonymous_tip,politics,0.59,5,0.07,False,False,0.34,0.88,1.0
296,Exclusive Footage Questions Official Claims,independent,military,0.67,4,0.57,True,False,0.19,0.72,0.9
297,Update March Footage Removed Online,foreign_press,protest,0.34,3,0.65,False,False,0.06,0.77,0.9
298,Exclusive Memo Exposes Policy Rift,foreign_press,politics,0.63,3,0.36,False,True,0.3,0.67,0.85
299,Scandal Memo Exposes Policy Rift,foreign_press,politics,-0.32,5,0.33,False,False,0.25,0.83,1.0
300,Insider Report: Actor Faces Allegations,foreign_press,celebrity,-0.3,3,0.2,False,False,0.23,0.82,0.96
301,Exclusive Audit Reveals Missing Funds,foreign_press,economy,0.19,3,0.48,False,False,0.25,0.66,0.83
302,Insider Footage Questions Official Claims,anonymous_tip,military,0.07,4,0.32,True,True,0.17,0.87,1.0
303,Breaking Audit Reveals Missing Funds,anonymous_tip,economy,0.12,2,0.27,False,False,0.04,0.93,1.0
304,Breaking Report: Vaccine Data Discrepancies,foreign_press,health,-0.22,2,0.01,False,False,0.35,0.75,0.89
305,Exclusive Briefing: Border Operations Escalate,independent,military,-0.77,2,0.19,False,False,0.41,0.59,0.77
306,Update Interview Sparks Debate,state_media,celebrity,-0.15,3,0.05,False,False,0.11,1.0,1.0
307,Breaking Memo Exposes Policy Rift,independent,politics,0.65,2,0.24,False,False,0.14,0.84,0.94
308,Breaking Statement Raises Concerns,anonymous_tip,politics,-0.33,5,0.31,False,False,0.37,0.72,0.95
309,Exclusive Report: Actor Faces Allegations,state_media,celebrity,-0.09,5,0.47,False,False,0.47,0.55,0.82
310,Update March Footage Removed Online,foreign_press,protest,-0.35,5,0.39,True,False,0.34,0.72,0.94
311,Breaking Footage Questions Official Claims,state_media,military,-0.36,3,0.4,False,False,0.15,0.8,0.94
312,Update Report: Inflation Data Withheld,foreign_press,economy,-0.2,7,0.2,True,True,0.11,1.0,1.0
313,Update Footage Questions Official Claims,foreign_press,military,-0.83,8,0.2,True,False,0.16,1.0,1.0
314,Breaking March Footage Removed Online,state_media,protest,-0.17,2,0.13,True,True,0.12,0.92,1.0
315,Update March Footage Removed Online,foreign_press,protest,-0.07,6,0.18,False,False,0.24,0.97,1.0
316,Breaking March Footage Removed Online,state_media,protest,-0.05,5,0.39,True,False,0.1,0.96,1.0
317,Exclusive March Footage Removed Online,anonymous_tip,protest,0.35,7,0.19,True,False,0.47,0.78,1.0
318,Breaking March Footage Removed Online,foreign_press,protest,0.26,4,0.45,True,False,0.71,0.27,0.59
319,Scandal March Footage Removed Online,anonymous_tip,protest,0.48,6,0.21,False,False,0.07,1.0,1.0
320,Scandal Footage Questions Official Claims,state_media,military,0.45,2,0.19,False,False,0.48,0.53,0.72
321,Exclusive Footage Questions Official Claims,independent,military,-0.73,5,0.05,False,False,0.39,0.84,1.0
322,Scandal Memo Exposes Policy Rift,independent,politics,0.22,5,0.2,True,False,0.1,1.0,1.0
323,Exclusive Interview Sparks Debate,anonymous_tip,celebrity,-0.05,5,0.06,False,False,0.47,0.75,0.98
324,Scandal Demonstrations Under Review,anonymous_tip,protest,0.03,1,0.61,False,False,0.17,0.58,0.7
325,Insider March Footage Removed Online,independent,protest,0.76,2,0.26,False,False,0.32,0.65,0.8
326,Update Footage Questions Official Claims,independent,military,-0.56,2,0.32,False,False,0.0,0.94,1.0
327,Exclusive Surge in Cases Raises Alarm,foreign_press,health,-0.19,3,0.02,False,False,0.68,0.46,0.71
328,Breaking March Footage Removed Online,foreign_press,protest,-0.26,5,0.3,False,False,0.24,0.86,1.0
329,Insider Surge in Cases Raises Alarm,independent,health,0.06,4,0.11,False,False,0.36,0.79,0.97
330,Update March Footage Removed Online,foreign_press,protest,-0.28,2,0.07,False,False,0.27,0.8,0.92
331,Breaking Report: Inflation Data Withheld,foreign_press,economy,-0.13,2,0.39,False,False,0.29,0.62,0.78
332,Breaking Footage Questions Official Claims,state_media,military,0.28,7,0.24,False,False,0.5,0.72,1.0
333,Update Statement Raises Concerns,independent,politics,-0.1,4,0.46,False,False,0.57,0.4,0.68
334,Restricted Memo Exposes Policy Rift,state_media,politics,-0.14,2,0.5,False,False,0.42,0.43,0.64
335,Confidential Surge in Cases Raises Alarm,independent,health,0.03,5,0.24,False,True,0.82,0.31,0.67
336,Leaked Report: Vaccine Data Discrepancies,anonymous_tip,health,0.03,0,0.71,True,False,0.33,0.32,0.49
337,Internal Audit Reveals Missing Funds,anonymous_tip,economy,-0.5,0,0.48,True,True,0.78,0.0,0.26
338,Hidden Briefing: Border Operations Escalate,state_media,military,0.33,2,0.52,False,True,0.49,0.35,0.58
339,Restricted Demonstrations Under Review,state_media,protest,-0.02,0,0.51,False,True,0.12,0.62,0.71
340,Internal Report: Inflation Data Withheld,anonymous_tip,economy,-0.01,4,0.43,True,False,0.89,0.1,0.47
341,Internal Interview Sparks Debate,foreign_press,celebrity,-0.35,4,0.06,False,True,0.62,0.55,0.81
342,Hidden Audit Reveals Missing Funds,anonymous_tip,economy,-0.48,6,0.37,False,True,0.66,0.45,0.79
343,Confidential Footage Questions Official Claims,independent,military,0.11,2,0.81,False,False,0.3,0.4,0.6
344,Internal Report: Vaccine Data Discrepancies,independent,health,0.01,3,0.59,True,False,0.5,0.35,0.61
345,Leaked Statement Raises Concerns,anonymous_tip,politics,0.53,2,0.43,False,False,0.23,0.65,0.8
346,Internal Report: Vaccine Data Discrepancies,state_media,health,-0.03,4,0.72,True,True,0.28,0.56,0.78
347,Internal Interview Sparks Debate,foreign_press,celebrity,-0.02,4,0.62,True,False,0.81,0.09,0.46
348,Restricted Briefing: Border Operations Escalate,state_media,military,0.09,4,0.25,True,False,0.47,0.6,0.84
349,Hidden Surge in Cases Raises Alarm,state_media,health,0.3,2,0.74,True,True,0.61,0.12,0.41
350,Internal Report: Vaccine Data Discrepancies,state_media,health,-0.7,6,0.91,False,False,0.58,0.27,0.63
351,Hidden Statement Raises Concerns,independent,politics,-0.49,6,0.44,True,False,0.77,0.31,0.69
352,Restricted Report: Inflation Data Withheld,anonymous_tip,economy,-0.48,5,0.82,False,False,0.77,0.06,0.46
353,Internal Report: Vaccine Data Discrepancies,state_media,health,-0.35,1,0.42,False,False,0.74,0.1,0.38
354,Hidden Demonstrations Under Review,state_media,protest,0.34,3,0.44,True,False,0.89,0.04,0.4
355,Confidential Demonstrations Under Review,independent,protest,0.15,0,0.51,True,False,0.28,0.47,0.6
356,Hidden Surge in Cases Raises Alarm,independent,health,-1.0,1,0.42,False,False,0.3,0.54,0.69
357,Hidden Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.58,6,0.52,True,False,0.74,0.3,0.67
358,Leaked March Footage Removed Online,anonymous_tip,protest,-0.02,2,0.25,False,False,0.57,0.4,0.63
359,Leaked Footage Questions Official Claims,state_media,military,-0.59,1,0.48,False,False,0.23,0.58,0.71
360,Leaked Footage Questions Official Claims,state_media,military,-0.01,6,0.37,False,True,0.12,0.99,1.0
361,Confidential Interview Sparks Debate,foreign_press,celebrity,0.03,1,0.69,True,False,0.84,0.0,0.2
362,Confidential Report: Inflation Data Withheld,anonymous_tip,economy,0.29,5,0.32,False,False,0.42,0.67,0.91
363,Restricted Surge in Cases Raises Alarm,independent,health,-0.17,2,0.36,False,False,0.53,0.39,0.62
364,Leaked Demonstrations Under Review,independent,protest,-0.87,2,0.73,False,True,0.68,0.05,0.36
365,Hidden Footage Questions Official Claims,anonymous_tip,military,-0.15,7,0.71,False,False,0.27,0.72,0.99
366,Restricted Memo Exposes Policy Rift,independent,politics,-0.49,3,0.36,True,True,0.75,0.22,0.53
367,Leaked Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.17,2,0.62,False,False,0.42,0.37,0.59
368,Hidden Memo Exposes Policy Rift,state_media,politics,0.4,2,0.3,True,True,0.52,0.43,0.65
369,Restricted Memo Exposes Policy Rift,state_media,politics,-1.0,3,0.67,True,True,0.52,0.29,0.56
370,Hidden Statement Raises Concerns,foreign_press,politics,-0.26,2,0.7,True,False,0.79,0.0,0.3
371,Hidden Demonstrations Under Review,foreign_press,protest,0.23,5,0.46,True,False,0.4,0.62,0.87
372,Hidden Report: Inflation Data Withheld,foreign_press,economy,0.16,5,0.71,True,False,0.31,0.58,0.83
373,Internal Surge in Cases Raises Alarm,anonymous_tip,health,-0.66,0,0.54,False,True,0.86,0.0,0.18
374,Internal March Footage Removed Online,foreign_press,protest,0.62,2,0.31,False,False,0.71,0.24,0.51
375,Restricted Statement Raises Concerns,anonymous_tip,politics,-0.73,2,0.63,True,True,0.6,0.18,0.46
376,Restricted Interview Sparks Debate,anonymous_tip,celebrity,-0.71,3,0.39,False,False,0.09,0.87,0.98
377,Confidential Statement Raises Concerns,foreign_press,politics,0.35,0,0.62,True,False,0.24,0.45,0.58
378,Hidden Report: Actor Faces Allegations,independent,celebrity,0.07,0,0.34,True,False,0.31,0.52,0.65
379,Hidden Report: Actor Faces Allegations,independent,celebrity,-0.22,1,0.28,False,False,0.46,0.45,0.63
380,Leaked Report: Inflation Data Withheld,independent,economy,-0.22,1,0.42,False,False,0.31,0.53,0.68
381,Restricted Memo Exposes Policy Rift,state_media,politics,-0.03,0,0.78,False,False,0.78,0.0,0.14
382,Confidential Audit Reveals Missing Funds,independent,economy,-0.67,0,0.24,False,False,0.47,0.4,0.57
383,Confidential March Footage Removed Online,foreign_press,protest,0.44,5,0.29,True,False,0.24,0.86,1.0
384,Restricted Interview Sparks Debate,anonymous_tip,celebrity,0.39,2,0.35,False,False,0.93,0.0,0.34
385,Restricted Briefing: Border Operations Escalate,anonymous_tip,military,-0.21,3,0.46,True,False,0.7,0.22,0.53
386,Restricted Footage Questions Official Claims,anonymous_tip,military,0.28,2,0.47,True,True,0.69,0.18,0.46
387,Internal March Footage Removed Online,independent,protest,0.32,3,0.74,True,False,0.18,0.6,0.78
388,Internal Report: Inflation Data Withheld,anonymous_tip,economy,0.33,1,0.52,True,False,0.17,0.62,0.74
389,Leaked Memo Exposes Policy Rift,anonymous_tip,politics,-0.36,5,0.38,True,False,0.4,0.66,0.9
390,Restricted Report: Actor Faces Allegations,state_media,celebrity,0.2,2,0.31,False,False,0.63,0.32,0.57
391,Internal Report: Vaccine Data Discrepancies,independent,health,0.23,4,0.43,True,False,0.75,0.24,0.57
392,Hidden March Footage Removed Online,anonymous_tip,protest,-0.31,4,0.92,False,True,0.64,0.1,0.45
393,Internal Report: Actor Faces Allegations,state_media,celebrity,0.11,1,0.43,False,True,0.65,0.18,0.44
394,Leaked Demonstrations Under Review,anonymous_tip,protest,-0.05,0,0.47,False,False,0.46,0.31,0.49
395,Internal March Footage Removed Online,independent,protest,-0.11,1,0.54,True,False,0.53,0.25,0.48
396,Confidential Briefing: Border Operations Escalate,anonymous_tip,military,0.69,4,0.26,True,False,0.31,0.76,0.95
397,Leaked Report: Vaccine Data Discrepancies,independent,health,-0.06,3,0.58,True,False,0.6,0.26,0.55
398,Leaked Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.26,2,0.62,True,False,0.36,0.43,0.63
399,Internal Report: Vaccine Data Discrepancies,independent,health,-0.09,3,0.39,True,False,0.72,0.23,0.54
400,Hidden March Footage Removed Online,state_media,protest,-0.07,3,0.68,True,False,0.44,0.37,0.62
401,Internal Briefing: Border Operations Escalate,state_media,military,0.34,3,0.71,False,False,0.18,0.62,0.79
402,Restricted Statement Raises Concerns,foreign_press,politics,-0.26,0,0.53,True,True,0.76,0.0,0.25
403,Confidential Interview Sparks Debate,foreign_press,celebrity,-0.91,4,0.63,True,True,0.42,0.47,0.72
404,Leaked Audit Reveals Missing Funds,independent,economy,-0.14,2,0.58,False,False,0.59,0.22,0.49
405,Internal Interview Sparks Debate,state_media,celebrity,0.01,3,0.62,True,False,0.29,0.55,0.75
406,Confidential Footage Questions Official Claims,state_media,military,-0.79,2,0.54,False,False,0.15,0.68,0.81
407,Restricted Statement Raises Concerns,foreign_press,politics,-0.21,3,0.2,False,False,0.68,0.37,0.65
408,Leaked Interview Sparks Debate,foreign_press,celebrity,-0.51,1,0.16,False,False,0.17,0.8,0.88
409,Confidential Statement Raises Concerns,anonymous_tip,politics,-0.26,2,0.53,False,False,0.69,0.15,0.44
410,Confidential Footage Questions Official Claims,state_media,military,-0.13,5,0.65,True,False,0.55,0.37,0.69
411,Confidential Footage Questions Official Claims,state_media,military,-0.27,3,0.5,True,True,0.28,0.62,0.8
412,Hidden Interview Sparks Debate,state_media,celebrity,-0.19,0,0.48,True,False,0.35,0.41,0.57
413,Leaked Report: Inflation Data Withheld,state_media,economy,-0.35,2,0.64,True,False,0.4,0.38,0.6
414,Internal March Footage Removed Online,independent,protest,-0.47,5,0.25,False,True,0.59,0.54,0.82
415,Internal Footage Questions Official Claims,anonymous_tip,military,0.21,0,0.4,True,True,0.39,0.41,0.57
416,Restricted Footage Questions Official Claims,anonymous_tip,military,0.19,0,0.59,False,False,0.72,0.0,0.26
417,Leaked March Footage Removed Online,independent,protest,0.32,0,0.47,True,True,0.41,0.36,0.53
418,Internal Footage Questions Official Claims,anonymous_tip,military,-0.2,2,0.56,False,False,0.34,0.48,0.67
419,Restricted Surge in Cases Raises Alarm,independent,health,-0.76,3,0.58,True,False,0.6,0.27,0.55
420,Internal Footage Questions Official Claims,independent,military,-0.81,2,0.52,False,False,0.41,0.43,0.64
421,Confidential March Footage Removed Online,independent,protest,-0.14,4,0.51,True,True,0.31,0.63,0.85
422,Hidden Report: Actor Faces Allegations,independent,celebrity,0.36,4,0.51,False,False,0.82,0.13,0.49
423,Internal Report: Vaccine Data Discrepancies,anonymous_tip,health,0.33,0,0.7,False,True,0.76,0.0,0.19
424,Internal Report: Inflation Data Withheld,anonymous_tip,economy,-0.23,4,0.64,True,False,0.73,0.15,0.5
425,Hidden Surge in Cases Raises Alarm,anonymous_tip,health,0.18,3,0.28,False,True,0.52,0.49,0.73
426,Confidential Demonstrations Under Review,anonymous_tip,protest,0.3,0,0.57,False,False,0.83,0.0,0.19
427,Internal Briefing: Border Operations Escalate,state_media,military,0.02,3,0.68,True,True,0.68,0.13,0.45
428,Confidential Surge in Cases Raises Alarm,state_media,health,-0.24,2,0.62,False,False,0.4,0.39,0.6
429,Hidden Report: Inflation Data Withheld,state_media,economy,-0.44,3,0.84,True,True,0.63,0.11,0.43
430,Hidden Report: Inflation Data Withheld,foreign_press,economy,-0.06,3,0.38,True,False,0.47,0.49,0.72
431,Leaked Briefing: Border Operations Escalate,state_media,military,-0.1,0,0.66,True,True,0.82,0.0,0.16
432,Restricted Surge in Cases Raises Alarm,independent,health,-0.99,4,0.16,True,False,0.26,0.86,1.0
433,Confidential Footage Questions Official Claims,anonymous_tip,military,-0.06,7,0.93,True,False,0.48,0.41,0.76
434,Leaked Interview Sparks Debate,foreign_press,celebrity,0.05,6,0.67,True,False,0.54,0.42,0.75
435,Restricted Report: Vaccine Data Discrepancies,state_media,health,-0.43,1,0.09,False,True,0.36,0.64,0.78
436,Confidential Demonstrations Under Review,independent,protest,-0.33,3,0.26,True,False,0.78,0.24,0.55
437,Confidential Report: Inflation Data Withheld,independent,economy,-1.0,1,0.31,True,False,0.68,0.22,0.47
438,Leaked Report: Vaccine Data Discrepancies,independent,health,-0.08,3,0.67,True,False,0.49,0.33,0.59
439,Leaked Memo Exposes Policy Rift,foreign_press,politics,-0.12,3,0.23,False,False,0.62,0.41,0.67
440,Leaked March Footage Removed Online,independent,protest,-0.07,4,0.57,True,True,0.46,0.46,0.72
441,Hidden Surge in Cases Raises Alarm,anonymous_tip,health,-0.15,0,0.55,False,False,0.25,0.47,0.6
442,Confidential Demonstrations Under Review,anonymous_tip,protest,-0.96,2,0.31,False,False,0.69,0.25,0.53
443,Restricted Surge in Cases Raises Alarm,foreign_press,health,0.37,1,0.23,False,False,0.67,0.26,0.5
444,Restricted Interview Sparks Debate,independent,celebrity,-0.51,5,0.45,True,True,0.38,0.64,0.89
445,Confidential Report: Inflation Data Withheld,independent,economy,-0.51,0,0.77,False,False,0.26,0.36,0.51
446,Internal March Footage Removed Online,independent,protest,-0.25,6,0.74,True,True,0.57,0.36,0.71
447,Confidential Demonstrations Under Review,state_media,protest,0.31,3,0.37,False,False,0.44,0.52,0.74
448,Confidential Statement Raises Concerns,anonymous_tip,politics,-0.08,0,0.5,False,False,0.52,0.23,0.43
449,Confidential Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.5,2,0.65,True,False,0.55,0.22,0.49
450,Leaked Interview Sparks Debate,state_media,celebrity,-0.93,1,0.28,False,True,0.46,0.45,0.63
451,Confidential Memo Exposes Policy Rift,foreign_press,politics,-0.59,0,0.54,True,False,0.62,0.11,0.35
452,Internal Demonstrations Under Review,state_media,protest,-0.39,3,0.84,True,False,0.52,0.21,0.5
453,Leaked Report: Vaccine Data Discrepancies,anonymous_tip,health,-1.0,2,0.85,False,False,0.04,0.63,0.76
454,Leaked Footage Questions Official Claims,state_media,military,-0.1,0,0.32,True,False,0.33,0.51,0.64
455,Internal Interview Sparks Debate,independent,celebrity,-1.0,1,0.35,True,False,0.19,0.69,0.79
456,Leaked Statement Raises Concerns,independent,politics,0.02,2,0.2,False,False,0.2,0.8,0.91
457,Internal March Footage Removed Online,foreign_press,protest,0.27,3,0.22,False,True,0.6,0.44,0.69
458,Leaked Demonstrations Under Review,foreign_press,protest,0.0,1,0.09,False,False,0.58,0.42,0.62
459,Restricted Report: Inflation Data Withheld,state_media,economy,0.08,0,0.48,False,False,0.62,0.14,0.38
460,Confidential Statement Raises Concerns,independent,politics,-0.11,5,0.21,False,False,0.68,0.47,0.78
461,Leaked Memo Exposes Policy Rift,foreign_press,politics,0.1,2,0.42,False,False,0.21,0.68,0.82
462,Confidential Audit Reveals Missing Funds,foreign_press,economy,-0.25,1,0.44,False,False,0.57,0.26,0.49
463,Leaked Footage Questions Official Claims,state_media,military,0.64,0,0.52,False,False,0.4,0.34,0.51
464,Confidential Report: Vaccine Data Discrepancies,foreign_press,health,0.0,2,0.28,False,False,0.86,0.1,0.42
465,Internal Audit Reveals Missing Funds,independent,economy,-0.59,1,0.67,True,False,0.56,0.15,0.4
466,Internal Demonstrations Under Review,independent,protest,-0.45,4,0.54,False,False,0.52,0.41,0.69
467,Leaked Report: Actor Faces Allegations,state_media,celebrity,-0.65,5,0.58,False,False,0.8,0.16,0.54
468,Confidential Memo Exposes Policy Rift,anonymous_tip,politics,-0.44,4,0.76,True,False,0.77,0.05,0.43
469,Internal Report: Vaccine Data Discrepancies,independent,health,-0.01,1,0.18,False,False,0.6,0.36,0.57
470,Restricted Report: Vaccine Data Discrepancies,foreign_press,health,-0.46,3,0.76,True,False,0.16,0.61,0.78
471,Confidential Report: Inflation Data Withheld,foreign_press,economy,-0.04,4,0.58,False,False,0.68,0.23,0.56
472,Restricted Report: Vaccine Data Discrepancies,state_media,health,-0.44,7,0.41,True,False,0.28,0.87,1.0
473,Leaked March Footage Removed Online,anonymous_tip,protest,0.2,4,0.05,True,False,0.5,0.68,0.9
474,Leaked Report: Vaccine Data Discrepancies,independent,health,-0.44,2,0.64,True,True,0.46,0.32,0.56
475,Confidential Report: Actor Faces Allegations,foreign_press,celebrity,0.14,0,0.51,True,True,0.52,0.23,0.43
476,Hidden Report: Vaccine Data Discrepancies,independent,health,-0.01,5,0.31,True,False,0.36,0.73,0.95
477,Restricted Audit Reveals Missing Funds,foreign_press,economy,0.02,4,0.4,False,False,0.44,0.56,0.8
478,Leaked Demonstrations Under Review,anonymous_tip,protest,-0.34,0,0.82,False,True,0.54,0.05,0.29
479,Restricted Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.16,2,0.61,True,False,0.32,0.47,0.66
480,Hidden Footage Questions Official Claims,state_media,military,-0.34,4,0.25,True,False,0.48,0.59,0.83
481,Internal Report: Vaccine Data Discrepancies,state_media,health,-0.97,1,0.34,False,False,0.5,0.38,0.58
482,Leaked Demonstrations Under Review,independent,protest,0.26,3,0.63,False,True,0.18,0.66,0.82
483,Hidden Report: Inflation Data Withheld,anonymous_tip,economy,0.28,6,0.46,True,False,0.56,0.51,0.83
484,Restricted March Footage Removed Online,state_media,protest,-0.07,5,0.6,False,False,0.33,0.63,0.87
485,Confidential Demonstrations Under Review,anonymous_tip,protest,-0.68,3,0.29,True,False,0.65,0.35,0.63
486,Leaked Interview Sparks Debate,state_media,celebrity,-0.04,1,0.48,True,True,0.24,0.57,0.71
487,Confidential March Footage Removed Online,foreign_press,protest,-0.58,0,0.2,False,False,0.56,0.34,0.53
488,Hidden Report: Vaccine Data Discrepancies,anonymous_tip,health,0.06,2,0.19,True,False,0.62,0.38,0.62
489,Restricted Briefing: Border Operations Escalate,state_media,military,-0.06,1,0.29,True,False,0.5,0.4,0.6
490,Leaked March Footage Removed Online,foreign_press,protest,-0.22,1,0.39,True,False,0.71,0.14,0.41
491,Leaked Report: Vaccine Data Discrepancies,anonymous_tip,health,0.1,1,0.58,False,False,0.15,0.61,0.73
492,Leaked Interview Sparks Debate,anonymous_tip,celebrity,-0.05,4,0.49,True,False,0.57,0.38,0.67
493,Leaked Report: Vaccine Data Discrepancies,independent,health,-0.23,2,0.29,True,False,0.16,0.79,0.9
494,Internal Report: Inflation Data Withheld,foreign_press,economy,0.12,1,0.79,False,False,0.68,0.0,0.27
495,Leaked Briefing: Border Operations Escalate,independent,military,-0.44,2,0.7,False,False,0.39,0.36,0.58
496,Hidden Briefing: Border Operations Escalate,anonymous_tip,military,0.13,4,0.55,True,True,0.72,0.2,0.54
497,Hidden Report: Inflation Data Withheld,anonymous_tip,economy,-0.63,2,0.4,False,True,0.46,0.44,0.65
498,Hidden Briefing: Border Operations Escalate,independent,military,0.32,6,0.42,True,True,0.51,0.57,0.87
499,Restricted Memo Exposes Policy Rift,state_media,politics,-0.0,1,0.46,True,False,0.41,0.41,0.59
500,Leaked Audit Reveals Missing Funds,foreign_press,economy,-0.32,2,0.57,True,True,0.67,0.15,0.44
501,Internal Statement Raises Concerns,foreign_press,politics,0.3,4,0.55,True,False,0.52,0.4,0.68
502,Leaked Report: Actor Faces Allegations,foreign_press,celebrity,-1.0,0,0.19,True,False,0.85,0.05,0.33
503,Confidential Statement Raises Concerns,state_media,politics,-0.21,3,0.47,False,True,0.64,0.28,0.57
504,Internal Briefing: Border Operations Escalate,foreign_press,military,-0.58,1,0.81,True,False,0.53,0.12,0.37
505,Internal Footage Questions Official Claims,foreign_press,military,0.47,0,0.56,False,True,0.25,0.47,0.6
506,Leaked Memo Exposes Policy Rift,independent,politics,0.24,0,0.21,True,False,0.52,0.38,0.55
507,Leaked March Footage Removed Online,foreign_press,protest,-0.58,0,0.2,False,False,0.5,0.4,0.57
508,Leaked Report: Actor Faces Allegations,anonymous_tip,celebrity,0.31,0,0.54,False,False,0.4,0.33,0.51
509,Restricted March Footage Removed Online,independent,protest,-0.39,3,0.52,True,False,0.27,0.62,0.8
510,Hidden Interview Sparks Debate,state_media,celebrity,0.27,3,0.32,False,False,0.59,0.4,0.66
511,Hidden Report: Vaccine Data Discrepancies,foreign_press,health,-1.0,3,0.87,True,False,0.45,0.27,0.54
512,Hidden Demonstrations Under Review,independent,protest,0.18,3,0.79,False,False,0.6,0.16,0.47
513,Internal Audit Reveals Missing Funds,independent,economy,-0.03,1,0.69,True,True,0.55,0.15,0.4
514,Leaked Report: Vaccine Data Discrepancies,foreign_press,health,-0.36,3,0.66,True,True,0.83,0.0,0.35
515,Confidential Statement Raises Concerns,state_media,politics,0.07,3,0.8,True,True,0.46,0.29,0.56
516,Restricted Audit Reveals Missing Funds,state_media,economy,-0.59,3,0.91,False,False,0.77,0.0,0.3
